term,en,pl
Examine/PathwayChimes/Section ds0,What [h]are[/h] they?,Co to [h]jest[/h]?
Examine/PathwayChimes/Section ds1,"...silent, wooden windchimes.","...ciche, drewniane dzwonki wietrzne."
Examine/PathwayChimes/Section ds5,Windchimes.,Wiatrowe dzwonki.
Examine/PathwayGardens/Section ds1,It's a garden.,To ogród.
Examine/PathwayGardens/Section ds2,"I think.
It's currently far away.","Chyba.
W tej chwili jest daleko."
Examine/PathwayGardens/Section ds3,We could... walk closer to it?,Moglibyśmy... podejść bliżej?
Examine/PathwayGardens/Section ds4,Ready when you are.,"Gotowa, kiedy ty."
Examine/PathwayMountains/Section ds0,Nope. They're too steep and too smooth to be mountains.,"Nie. Są zbyt strome i zbyt gładkie, żeby być górami."
Examine/PathwayMountains/Section ds1,They're more like cliffs.,Są bardziej jak klify.
Examine/PathwayMountains/Section ds2,"Whatever they are, they go all the way around the lake - like a barrier.","Czymkolwiek są, otaczają całe jezioro - jak bariera."
Examine/PathwayMountains/Section ds3,Mountains.,Góry.
Examine/PathwayPath/Section ds2,Wonder how often it rains here...?,"Ciekawe, jak często tu pada...?"
Examine/PathwayPath/Section ds3,I cannot [h]believe[/h] how exciting this murder investigation is already.,"Nie mogę [h]uwierzyć[/h], jak ekscytujące jest już samo to śledztwo w sprawie morderstwa."
Examine/PathwayPath/Section ds4,The ground's moist... but it's not muddy.,Ziemia jest wilgotna... ale nie błotnista.
Examine/PathwayPathway/Section ds3,"It's a path.
","To ścieżka.
"
Examine/PathwayPathway/Section ds5,...for walking.,...do chodzenia.
Examine/PathwayRocks/Section ds0,Fascinating.,Fascynujące.
Examine/PathwayRocks/Section ds1,Aren't they?,Prawda?
Examine/PathwayRocks/Section ds2,Rocks.,Skały.
Examine/PathwaySallyEarly post crime scene/Section ds12,What now?,Co teraz?
Examine/PathwaySallyEarly post crime scene/Section ds13,"Instead of talking to [h]me[/h]...
why don't you go talk to the [h]suspects?[/h]","Zamiast rozmawiać ze [h]mną[/h]...
może pójdziesz porozmawiać z [h]podejrzanymi?[/h]"
Examine/PathwaySallyEarly post crime scene/Section ds15,Maybe you [h]are[/h] one of the suspects.,Może [h]ty jesteś[/h] jednym z podejrzanych.
Examine/PathwaySallyEarly post crime scene/Section ds17,...,...
Examine/PathwaySallyEarly post crime scene/Section ds18,"I'm just saying, I reckon you'd be capable of murder. Given the right motivation.","Po prostu mówię, że uważam, że byłabyś zdolny do morderstwa. Przy odpowiedniej motywacji."
Examine/PathwaySallyEarly post crime scene/Section ds19,Wow. Thanks. That means a lot.,Wow. Dzięki. To wiele dla mnie znaczy.
Examine/PathwaySallyEarly pre crime scene/Section ds11,So - who do you think did it?,"Więc - jak myślisz, kto to zrobił?"
Examine/PathwaySallyEarly pre crime scene/Section ds12,We haven't even been to the [h]crime scene.[/h],Nie byliśmy nawet na [h]miejscu zbrodni.[/h]
Examine/PathwaySallyEarly pre crime scene/Section ds25,Still... I reckon I've got it all worked out.,"Mimo to... myślę, że już to wszystko rozgryzłam."
Examine/PathwaySallyEarly pre crime scene/Section ds26,"...Sally, you know full well we haven't met a single suspect yet.","...Sally, dobrze wiesz, że nie spotkaliśmy jeszcze ani jednego podejrzanego."
Examine/PathwaySallyEarly pre crime scene/Section ds28,...,...
Examine/PathwaySallyEarly/Section ds0,"Uh, yeah. But it's basically blank.","Yy, tak. Ale jest w zasadzie pusta."
Examine/PathwaySallyEarly/Section ds1,I'll read it on the way to the crime scene.,Przeczytam po drodze na miejsce zbrodni.
Examine/PathwaySallyEarly/Section ds11,You ready Sally?,"Gotowa, Sally?"
Examine/PathwaySallyEarly/Section ds12,"Grimoire, I've been standing here for seven and a half minutes.","Grimoire, stoję tu już siedem i pół minuty."
Examine/PathwaySallyEarly/Section ds14,...just checking.,...tylko sprawdzam.
Examine/PathwaySallyEarly/Section ds15,Do you have the map?,Masz mapę?
Examine/PathwaySallyEarly/Section ds21,...did you read the case file? What do you think?,...czytałaś akta sprawy? Co myślisz?
Examine/PathwaySallyEarly/Section ds22,"I'm not sure yet.
It's really not a lot to go on.","Jeszcze nie jestem pewien.
Naprawdę niewiele mamy, na czym się oprzeć."
Examine/PathwaySallyEarly/Section ds23,...did [h]you[/h] read it?,...ty [h]to[/h] czytałeś?
Examine/PathwaySky/Section ds0,"Not everything is a mystery, Grimoire.","Nie wszystko jest tajemnicą, Grimoire."
Examine/PathwaySky/Section ds1,...why is the sky yellow?,...czemu niebo jest żółte?
Examine/PathwaySky/Section ds2,The sky can be whatever colour it likes.,"Niebo może być, jakiego koloru mu się podoba."
Examine/PathwayTie/Section ds1,Loving the confidence.,Uwielbiam tę pewność siebie.
Examine/PathwayTie/Section ds2,"I tied the boat up to the mooring post, so... it'll stay put.","Przywiązałam łódkę do cumy, więc... zostanie na miejscu."
Examine/PathwayTie/Section ds5,"For now.
Probably.","Na razie.
Pewnie."
Examine/PathwayTower/Section ds0,"Let's wave, just in case.","Pomachajmy, na wszelki wypadek."
Examine/PathwayTower/Section ds2,Maybe.,Może.
Examine/PathwayTower/Section ds4,...do you think anybody's watching us from one of those windows?,"...myślisz, że ktoś obserwuje nas z jednego z tych okien?"
Examine/PathwayWater/Section ds0,I think it's just water.,"Myślę, że to po prostu woda."
Examine/PathwayWater/Section ds1,Yeah.,Tak.
Examine/PathwayWater/Section ds2,Water with poison in it.,Woda z trucizną w środku.
Examine/PathwayWater/Section ds3,That's a big lake.,To wielkie jezioro.
Examine/PathwayWater/Section ds4,"It's kinda purple.
Looks poisonous.","Jest jakieś fioletowe.
Wygląda trująco."
Examine/PennyRoomBase/Section ds0,This is the fanciest room so far.,To jak dotąd najbardziej wystawny pokój.
Examine/PennyRoomBase/Section ds3,[h]Too[/h] fancy...,[h]Zbyt[/h] wystawny...
Examine/PennyRoomBase/Section ds4,What does [h]that[/h] mean?,Co to ma [h]znaczyć[/h]?
Examine/PennyRoomBase/Section ds5,I dunno.,Nie wiem.
Examine/PennyRoomBed/Section ds3,That bed... it's like something from a fairy tale.,To łóżko... to jak coś z bajki.
Examine/PennyRoomBed/Section ds4,...,...
Examine/PennyRoomBed/Section ds5,"Does it feel [h]warm[/h] over here, or is it just me?","Jest tutaj [h]ciepło[/h], czy to tylko ja?"
Examine/PennyRoomBed/Section ds6,"No, you're right... maybe the bed has some kind of heater?","Nie, masz rację... może łóżko ma jakiś rodzaj grzejnika?"
Examine/PennyRoomBed/Section ds7,"It's not [h]coming[/h] from the bed.
It's coming from the [h]wall.[/h]","Nie [h]dochodzi[/h] to od łóżka.
Dochodzi od [h]ściany.[/h]"
Examine/PennyRoomBedBooks/Section ds2,A little bedtime reading?,Trochę lektury na dobranoc?
Examine/PennyRoomBedBooks/Section ds3,Let's see...,Zobaczmy...
Examine/PennyRoomBedBooks/Section ds5,"Romance novels...
Detective novels...","Powieści romantyczne...
Powieści detektywistyczne..."
Examine/PennyRoomBedBooks/Section ds6,And uh-,I yy-
Examine/PennyRoomBedBooks/Section ds7,What?,Co?
Examine/PennyRoomBedBooks/Section ds8,This one appears to be both.,Ta wygląda na jedno i drugie naraz.
Examine/PennyRoomBedBooks/Section ds9,Nice.,Ładnie.
Examine/PennyRoomCagesBirds/Section ds2,You know... the birds can easily get in and out of those cages.,Wiesz... ptaki mogą swobodnie wchodzić i wychodzić z tych klatek.
Examine/PennyRoomCagesBirds/Section ds3,If that's true... can they even be considered cages?,Jeśli to prawda... czy w ogóle można je nazwać klatkami?
Examine/PennyRoomCases/Section ds0,Travelling cases.,Walizki podróżne.
Examine/PennyRoomCases/Section ds2,Empty - all of them.,Puste - wszystkie.
Examine/PennyRoomChest/Section ds0,Anything in there?,Coś tam jest?
Examine/PennyRoomChest/Section ds2,Bedsheets.,Prześcieradła.
Examine/PennyRoomChest/Section ds3,That's not even [h]remotely[/h] suspicious.,To nie jest nawet [h]odrobinę[/h] podejrzane.
Examine/PennyRoomMannequins/Section ds0,Ever get the feeling you're being watched?,"Miewasz uczucie, że jesteś obserwowany?"
Examine/PennyRoomMannequins/Section ds2,"The mannequins don't have eyes, though.",Manekiny jednak nie mają oczu.
Examine/PennyRoomMannequins/Section ds3,That's... [h]not[/h] a comforting sentence.,To... [h]wcale[/h] nie pokrzepiające zdanie.
Examine/PennyRoomOtherBooks/Section ds2,Penny's books - mostly novels.,Książki Penny - głównie powieści.
Examine/PennyRoomPottedFlower/Section ds0,That's [h]some[/h] flower.,To [h]jakiś[/h] kwiat.
Examine/PennyRoomPottedFlower/Section ds2,It just feels out of place.,Po prostu wydaje się nie na miejscu.
Examine/PennyRoomPottedFlower/Section ds3,There's something weird about it.,Jest w nim coś dziwnego.
Examine/PennyRoomStairs/Section ds0,That might be the most pointless staircase I've ever seen.,"To chyba najbardziej bezcelowe schody, jakie w życiu widziałem."
Examine/PennyRoomTea/Section ds10,Birdseed.,Ziarno dla ptaków.
Examine/PennyRoomTea/Section ds11,[h]One[/h] of the cups has tea in it.,[h]Jedna[/h] z filiżanek ma w sobie herbatę.
Examine/PennyRoomTea/Section ds12,What's in the other one?,A co jest w drugiej?
Examine/PennyRoomTea/Section ds2,"A little teaset.
Looks recently used.","Mały serwis do herbaty.
Wygląda na niedawno używany."
Examine/PennyRoomTree/Section ds0,Looks like nature invited itself in.,"Wygląda, jakby natura zaprosiła się sama."
Examine/PennyRoomTree/Section ds3,Rude.,Niegrzecznie.
Examine/PennyRoomWindow/Section ds0,That's a big window.,To wielkie okno.
Examine/PennySuspicionUnlock/Section ds0,There's something about those petals we found in Penny's room.,"Jest coś w kwestii tych płatków, które znaleźliśmy w pokoju Penny."
Examine/PennySuspicionUnlock/Section ds1,Let's ask her about it.,Zapytajmy ją o to.
Examine/PennySuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/PennySuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/PennySuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/Photo Base/Section ds0,This is the left side. We're looking for the [h]right[/h] side.,To lewa strona. Szukamy strony [h]prawej.[/h]
Examine/Photo OnEnter/Section ds0,Let's put the photo back together.,Złóżmy tę fotografię z powrotem.
Examine/Photo Wrong clue/Section ds0,We just need to find the right side of the photo.,Musimy po prostu znaleźć prawą stronę zdjęcia.
Examine/Photo Wrong clue/Section ds1,Nope.,Nie.
Examine/Pinboard Base/Section ds0,We need something that could attach to the pin board...,"Potrzebujemy czegoś, co dałoby się przypiąć do tablicy z pinezkami..."
Examine/Pinboard Notebook/Section ds0,That's definitely the right kind of paper.,To zdecydowanie odpowiedni rodzaj papieru.
Examine/Pinboard Notebook/Section ds4,But none of the pages match up to what's on the pin board...,"Ale żadna ze stron nie pasuje do tego, co jest na tablicy..."
Examine/Pinboard OnEnter/Section ds0,Let's see if we can work out what's missing.,"Zobaczmy, czy uda nam się rozgryźć, czego brakuje."
Examine/Pinboard OnEnter/Section ds4,I think we have everything we need already.,"Myślę, że mamy już wszystko, czego potrzebujemy."
Examine/Pinboard Wrong clue/Section ds0,We need something that could attach to the pin board...,"Potrzebujemy czegoś, co dałoby się przypiąć do tablicy z pinezkami..."
Examine/Pinboard Wrong clue/Section ds1,That... doesn't seem right.,To... nie wygląda dobrze.
Examine/Pinboard Wrong place/Section ds0,I think that [h]might[/h] attach the pin board...,"Myślę, że [h]to[/h] mogłoby się przypiąć do tablicy..."
Examine/Pinboard Wrong place/Section ds2,But not [h]this[/h] part of the pin board...,Ale nie do [h]tej[/h] części tablicy...
Examine/Pinboard drawing Wrong clue 2/Section ds1,"We're looking for a piece of lined paper, ripped from a ringbound notebook.","Szukamy kawałka papieru w linie, wyrwanego z notatnika na spirali."
Examine/Pinboard drawing Wrong clue 2/Section ds2,I think it might have been found with a couple of other items...,"Myślę, że mógł zostać znaleziony wraz z parą innych przedmiotów..."
Examine/Pinboard drawing Wrong clue 2/Section ds4,That's not right.,To nie tak.
Examine/Pinboard photo Wrong clue 2/Section ds1,That's not right.,To nie tak.
Examine/Pinboard photo Wrong clue 2/Section ds2,Something that's been taped at the top... with lines drawn on top of it...,"Coś, co zostało przyklejone taśmą na górze... z liniami narysowanymi na wierzchu..."
Examine/PointerSuspicionUnlock/Section ds0,There's something about Pointer's [i]'astronomy'[/i] habits.,Jest coś w kwestii 'astronomicznych' [i]nawyków[/i] Pointera.
Examine/PointerSuspicionUnlock/Section ds1,Let's ask him about it.,Zapytajmy go o to.
Examine/PointerSuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/PointerSuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/PointerSuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/PoppySuspicionUnlock/Section ds0,There's something about that pink cassette tape.,Jest coś w kwestii tej różowej kasety magnetofonowej.
Examine/PoppySuspicionUnlock/Section ds1,Let's ask Poppy about it.,Zapytajmy o to Poppy.
Examine/PoppySuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/PoppySuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/PoppySuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/Poppydoor/Section ds11,There's a little mechanism by the handle.,Przy klamce jest jakiś mały mechanizm.
Examine/Poppydoor/Section ds11 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/Poppydoor/Section ds11 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/Poppydoor/Section ds15,"Leads out into a garden.
...somehow.","Prowadzą do ogrodu.
...jakoś."
Examine/Poppydoor/Section ds5,A big glass door.,Wielkie szklane drzwi.
Examine/PoppydoorSOLVED/Section ds4,"We did.
But the door's still locked.","Tak.
Ale drzwi wciąż są zamknięte."
Examine/PoppydoorSOLVED/Section ds4 Choice 1,Look at it.,Przyjrzyj się temu.
Examine/PoppydoorSOLVED/Section ds4 Choice 2,Leave it.,Zostaw to.
Examine/PoppydoorSOLVED/Section ds5,Didn't we solve this already?,"Już to rozwiązaliśmy, prawda?"
Examine/PoppydoorUNLOCKED/Section ds5,It's open.,Są otwarte.
Examine/PoppydoorUNLOCKED/Section ds5 Choice 1,Go outside.,Wyjdź na zewnątrz.
Examine/PoppydoorUNLOCKED/Section ds5 Choice 2,Later.,Później.
Examine/PoppysRoomExamBase/Section ds2,Gloomy.,Ponuro.
Examine/PoppysRoomExamBase/Section ds5,But roomy!,Ale przestronnie!
Examine/PoppysRoomExamBed/Section ds0,That - is the bed of a vampire.,To - łóżko wampira.
Examine/PoppysRoomExamBed/Section ds2,I thought vampires slept in coffins.,"Myślałam, że wampiry śpią w trumnach."
Examine/PoppysRoomExamBed/Section ds5,This is a vampire who needs firm support for their lower back.,"To wampir, który potrzebuje solidnego wsparcia dla dolnej części pleców."
Examine/PoppysRoomExamCandles/Section ds0,"Oh, thank [h]goodness[/h] there are seven lit candles.","Och, dzięki [h]Bogu[/h], jest siedem zapalonych świec."
Examine/PoppysRoomExamCandles/Section ds1,Wouldn't want it to be [h]dark[/h] in here.,"Nie chcielibyśmy, żeby było tu [h]ciemno.[/h]"
Examine/PoppysRoomExamCeiling/Section ds0,How do you even get drapes on the ceiling like that?,Jak w ogóle wiesza się w ten sposób zasłony na suficie?
Examine/PoppysRoomExamCeiling/Section ds1,That's the [h]real[/h] mystery.,To [h]prawdziwa[/h] tajemnica.
Examine/PoppysRoomExamClothes/Section ds0,Just a bunch of clothes on the floor.,Po prostu sterta ubrań na podłodze.
Examine/PoppysRoomExamClothes/Section ds2,Nothing weird about that.,Nic w tym dziwnego.
Examine/PoppysRoomExamClothes/Section ds3,To [h]you.[/h],Dla [h]ciebie.[/h]
Examine/PoppysRoomExamCupboard/Section ds0,Anything in the wardrobe?,Coś w szafie?
Examine/PoppysRoomExamCupboard/Section ds1,"Dresses, mostly.",Głównie sukienki.
Examine/PoppysRoomExamCupboard/Section ds4,...I never realised there were so many shades of black...,"...nigdy nie zdawałam sobie sprawy, że jest tyle odcieni czerni..."
Examine/PoppysRoomExamDrawersBig/Section ds0,Anything in the drawers?,Coś w szufladach?
Examine/PoppysRoomExamDrawersBig/Section ds1,Nothing [h]you[/h] need to know about.,"Nic, o czym [h]ty[/h] musisz wiedzieć."
Examine/PoppysRoomExamDrawersSmall/Section ds0,Empty.,Puste.
Examine/PoppysRoomExamLamp/Section ds0,A lamp. ,Lampa. 
Examine/PoppysRoomExamLamp/Section ds1,It is - [i]most definitely[/i] - turned off.,Jest - [i]zdecydowanie[/i] - wyłączona.
